AAEL000001	bystin
AAEL000746	NADP-specific isocitrate dehydrogenase
AAEL000747	conserved hypothetical protein
AAEL000748	conserved hypothetical protein
AAEL000749	conserved hypothetical protein
AAEL000750	hypothetical protein
AAEL000751	Na/Ca exchanger
AAEL000752	conserved hypothetical protein
AAEL000753	conserved hypothetical protein
AAEL000754	conserved hypothetical protein
AAEL000755	conserved hypothetical protein
AAEL000756	hypothetical protein
AAEL000757	anterior fat body protein
AAEL000758	ubiquitin-activating enzyme E1
AAEL000759	gamma-glutamylcysteine synthetase, putative
AAEL000760	Clip-domain serine protease, family B.
AAEL000761	hypothetical protein
AAEL000762	lumican, putative
AAEL000763	Plenty of SH3s, putative
AAEL000764	hypothetical protein
AAEL000765	hexamerin 2 beta
AAEL000766	ubiquinol cytochrome C oxidoreductase-subunit 6.4kD-subunit, putative
AAEL000767	phospholipid-transporting ATPase 1 (aminophospholipid flippase 1)
AAEL000768	conserved hypothetical protein
AAEL000769	arginine/serine-rich splicing factor
AAEL000770	platelet-activating factor acetylhydrolase isoform 1b alpha subunit
AAEL000771	hypothetical protein
AAEL000772	conserved hypothetical protein
AAEL000773	kinesin heavy chain
AAEL000774	conserved hypothetical protein
AAEL000775	Cecropin, Anti-Microbial Peptide.
AAEL000776	conserved hypothetical protein
AAEL000777	Cecropin, Anti-Microbial Peptide.
AAEL000778	conserved hypothetical protein
AAEL000779	hypothetical protein
AAEL000780	amino acid transporter
AAEL000781	hypothetical protein
AAEL000782	conserved hypothetical protein
AAEL000783	conserved hypothetical protein
AAEL000784	hypothetical protein
AAEL000785	conserved hypothetical protein
AAEL000786	hypothetical protein
AAEL000787	Ubiquitin carboxyl-terminal hydrolase calypso (EC 3.4.19.12)(BAP1 homolog)
AAEL000788	matrix metalloproteinase
AAEL000789	hypothetical protein
AAEL000790	conserved hypothetical protein
AAEL000791	hypothetical protein
AAEL000792	conserved hypothetical protein
AAEL000793	venom allergen
AAEL000794	Protein KIAA0664 homolog 
AAEL000795	ubiquitin
AAEL000796	conserved hypothetical protein
AAEL000797	dimethylaniline monooxygenase
AAEL000798	sterol regulatory element binding protein cleavage-activating protein (srebp cleavage-activating protein) (scap)
AAEL000799	hypothetical protein
AAEL000800	microsomal dipeptidase
AAEL000801	metalloproteinase, putative
AAEL000802	conserved hypothetical protein
AAEL000803	conserved hypothetical protein
AAEL000804	conserved hypothetical protein
AAEL000805	conserved hypothetical protein
AAEL000806	hypothetical protein
AAEL000807	tetratricopeptide repeat protein, putative
AAEL000808	nucleoprotein, putative
AAEL000809	conserved hypothetical protein
AAEL000810	protein kinase c
AAEL000811	GPCR Methuselah Family
AAEL000812	conserved hypothetical protein
AAEL000813	dimethylaniline monooxygenase
AAEL000814	steroid dehydrogenase
AAEL000815	conserved hypothetical protein
AAEL000816	carbonic anhydrase
AAEL000817	rhomboid
AAEL000818	putative G-protein coupled receptor (GPCR)
AAEL000819	hypothetical protein
AAEL000820	dimethylaniline monooxygenase
AAEL000821	conserved hypothetical protein
AAEL000822	kinesin-like protein KLP68D
AAEL000823	ribosomal protein L35A, putative
AAEL000824	hypothetical protein
AAEL000825	eukaryotic peptide chain release factor GTP-binding subunit (erf2) (translation release factor 3) (erf3) (erf-3)
AAEL000826	hypothetical protein
AAEL000827	conserved hypothetical protein
AAEL000828	vitellogenin,, putative
AAEL000829	dimethylaniline monooxygenase
AAEL000830	steroid dehydrogenase
AAEL000831	conserved hypothetical protein
AAEL000832	cleavage and polyadenylation specificity factor cpsf
AAEL000833	conserved hypothetical protein
AAEL000834	dimethylaniline monooxygenase
AAEL000835	conserved hypothetical protein
AAEL000836	spermatogenesis associated factor
AAEL000837	conserved hypothetical protein
AAEL000838	hypothetical protein
AAEL000839	O-fucosyltransferase, putative
AAEL000840	skeletal muscle/kidney enriched inositol 5-phosphatase
AAEL000841	hypothetical protein
AAEL000842	microsomal dipeptidase
AAEL000843	carbonic anhydrase II, putative
AAEL000844	ad-003
AAEL000845	protein-tyrosine phosphatase
AAEL000846	conserved hypothetical protein
AAEL000847	conserved hypothetical protein
AAEL000848	poly(a) polymerase
AAEL000849	nervous fingers, putative
AAEL000850	tyrosine kinase receptor
AAEL000851	predicted G-protein coupled receptor (GPCR)
AAEL000852	peptidyl-prolyl cis/trans isomerase, putative
AAEL000853	skinny hedgehog/sightless/rasp
AAEL000854	fumarylacetoacetate hydrolase
AAEL000855	mannosyltransferase 1,
AAEL000856	germ cell-less protein
AAEL000857	conserved hypothetical protein
AAEL000858	ral guanine nucleotide exchange factor,
AAEL000859	hypothetical protein
AAEL000860	conserved hypothetical protein
AAEL000861	hypothetical protein
AAEL000863	SPASIC protein, putative
AAEL000864	sex-determining region y protein, sry
AAEL000865	hypothetical protein
AAEL000866	hypothetical protein
AAEL000867	F-box protein
AAEL000868	conserved hypothetical protein
AAEL000869	zinc finger protein
AAEL000870	conserved hypothetical protein
AAEL000871	conserved hypothetical protein
AAEL000873	pickpocket
AAEL000874	Apaf-1 Related Killer
AAEL000875	conserved hypothetical protein
AAEL000876	conserved hypothetical protein
AAEL000877	conserved hypothetical protein
AAEL000878	cuticle protein, putative
AAEL000879	cuticle protein, putative
AAEL000880	hypothetical protein
AAEL000881	conserved hypothetical protein
AAEL000882	conserved hypothetical protein
AAEL000883	hypothetical protein
AAEL000884	eukaryotic translation initiation factor 2 alpha kinase 1 (heme-regulated eukaryotic initiation factor eif-2-alpha kinase)
AAEL000885	cytoplasmic dynein heavy chain
AAEL000886	hypothetical protein
AAEL000887	conserved hypothetical protein
AAEL000888	single stranded DNA binding protein
AAEL000890	conserved hypothetical protein
AAEL000891	conserved hypothetical protein
AAEL000892	hypothetical protein
AAEL000893	sex-determining region y protein, sry
AAEL000894	hunchback protein
AAEL000895	peroxisome biogenesis factor 1 (peroxin-1)
AAEL000896	conserved hypothetical protein
AAEL000897	conserved hypothetical protein
AAEL000899	glycosyltransferase
AAEL000900	conserved hypothetical protein
AAEL000901	conserved hypothetical protein
AAEL000902	sugar transporter
AAEL000903	Enhancer of yellow 2 transcription factor 
AAEL000906	guanyl-nucleotide exchange factor
AAEL000907	hypothetical protein
AAEL000908	conserved hypothetical protein
AAEL000909	histone H1, putative
AAEL000910	conserved hypothetical protein
AAEL000911	conserved hypothetical protein
AAEL000912	conserved hypothetical protein
AAEL000913	conserved hypothetical protein
AAEL000914	conserved hypothetical protein
AAEL000915	hypothetical protein
AAEL000916	conserved hypothetical protein
AAEL000917	conserved hypothetical protein
AAEL000919	hypothetical protein
AAEL000920	hypothetical protein
AAEL000921	conserved hypothetical protein
AAEL000922	polyribonucleotide nucleotidyltransferase
AAEL000923	conserved hypothetical protein
AAEL000924	eukaryotic translation initiation factor 2-alpha kinase
AAEL000925	leucine-zipper-like transcriptional regulator 1 (LZTR-1)
AAEL000926	pickpocket
AAEL000927	hypothetical protein
AAEL000928	conserved hypothetical protein
AAEL000929	cytochrome c oxidase, subunit VIA, putative
AAEL000930	conserved hypothetical protein
AAEL000931	alkaline phosphatase
AAEL000932	conserved hypothetical protein
AAEL000933	conserved hypothetical protein
AAEL000934	clathrin light chain
AAEL000935	hypothetical protein
AAEL000936	hypothetical protein
AAEL000937	conserved hypothetical protein
AAEL000938	conserved hypothetical protein
AAEL000939	conserved hypothetical protein
AAEL000940	conserved hypothetical protein
AAEL000941	mitochondrial inner membrane protein translocase, 8kD-subunit, putative
AAEL000942	conserved hypothetical protein
AAEL000943	conserved hypothetical protein
AAEL000944	conserved hypothetical protein
AAEL000945	conserved hypothetical protein
AAEL000946	conserved hypothetical protein
AAEL000947	microsomal signal peptidase 23 kd subunit (spc22/23)
AAEL000948	conserved hypothetical protein
AAEL000949	conserved hypothetical protein
AAEL000950	conserved hypothetical protein
AAEL000951	elongation factor 1-beta2
AAEL000952	conserved hypothetical protein
AAEL000953	conserved hypothetical protein
AAEL000954	conserved hypothetical protein
AAEL000955	conserved hypothetical protein
AAEL000956	conserved hypothetical protein
AAEL000957	hypothetical protein
AAEL000958	conserved hypothetical protein
AAEL000959	arginine or creatine kinase
AAEL000960	conserved hypothetical protein
AAEL000961	conserved hypothetical protein
AAEL000962	conserved hypothetical protein
AAEL000963	conserved hypothetical protein
AAEL000964	regulatory factor X-associated ankyrin-containing protein, putative
AAEL000965	conserved hypothetical protein
AAEL000966	hypothetical protein
AAEL000967	tmc7 protein
AAEL000968	hypothetical protein
AAEL000969	hypothetical protein
AAEL000970	predicted protein
AAEL000971	smile protein
AAEL000972	conserved hypothetical protein
AAEL000973	conserved hypothetical protein
AAEL000974	zinc finger protein
AAEL000975	hypothetical protein
AAEL000976	nucleoprotein, putative
AAEL000977	hypothetical protein
AAEL000978	conserved hypothetical protein
AAEL000979	hypothetical protein
AAEL000980	hypothetical protein
AAEL000981	hypothetical protein
AAEL000982	Mediator of RNA polymerase II transcription subunit 7 (Mediator complex subunit 7)
AAEL000983	clathrin coat assembly protein ap19
AAEL000984	conserved hypothetical protein
AAEL000985	conserved hypothetical protein
AAEL000986	NADH-ubiquinone oxidoreductase ashi subunit
AAEL000987	60S ribosomal protein L8
AAEL000988	conserved hypothetical protein
AAEL000989	hypothetical protein
AAEL000990	conserved hypothetical protein
AAEL000991	conserved hypothetical protein
AAEL000992	hypothetical protein
AAEL000993	dally
AAEL000994	conserved hypothetical protein
AAEL000995	hypothetical protein
AAEL000996	conserved hypothetical protein
AAEL000997	nucleoprotein, putative
AAEL000998	galactose-specific C-type lectin, putative
AAEL000999	DNA replication licensing factor MCM7
AAEL001000	1-acyl-sn-glycerol-3-phosphate acyltransferase
AAEL001001	hypothetical protein
AAEL001002	sodium/solute symporter
AAEL001003	nucleoprotein, putative
AAEL001004	conserved hypothetical protein
AAEL001005	calreticulin
AAEL001006	conserved hypothetical protein
AAEL001007	conserved hypothetical protein
AAEL001008	conserved hypothetical protein
AAEL001009	dab2-interacting protein
AAEL001010	defective proboscis extension response, putative
AAEL001011	conserved hypothetical protein
AAEL001012	hypothetical protein
AAEL001013	conserved hypothetical protein
AAEL001014	vacuolar protein sorting-associated
AAEL001015	conserved hypothetical protein
AAEL001016	zinc finger protein
AAEL001017	tyrosine-protein kinase
AAEL001018	conserved hypothetical protein
AAEL001019	translation elongation factor
AAEL001020	anterior fat body protein
AAEL001021	conserved hypothetical protein
AAEL001022	anterior fat body protein
AAEL001023	p15-2b protein, putative
AAEL001024	mitochondrial carrier protein
AAEL001025	conserved hypothetical protein
AAEL001026	conserved hypothetical protein
AAEL001027	hypothetical protein
AAEL001028	hypothetical protein
AAEL001029	conserved hypothetical protein
AAEL001030	S-formylglutathione hydrolase, putative
AAEL001031	conserved hypothetical protein
AAEL001032	conserved hypothetical protein
AAEL001033	methyl-cpg binding protein, mbd
AAEL001034	adenylate cyclase type vi
AAEL001035	anterior fat body protein
AAEL001036	ikappab kinase complex-associated protein
AAEL001037	ribosomal RNA methyltransferase
AAEL001038	cak1
AAEL001039	metaxin
AAEL001040	hypothetical protein
AAEL001041	guanine nucleotide-binding protein beta 3 (g protein beta3)
AAEL001042	hypothetical protein
AAEL001043	hypothetical protein
AAEL001044	tyrosyl-tRNA synthetase
AAEL001045	hypothetical protein
AAEL001046	phosphatase fragment
AAEL001047	adenylate cyclase
AAEL001048	short-chain dehydrogenase
AAEL001049	conserved hypothetical protein
AAEL001050	conserved hypothetical protein
AAEL001051	conserved hypothetical protein
AAEL001052	heat shock protein, putative
AAEL001053	hypothetical protein
AAEL001054	glutathionetransferase
AAEL001055	conserved hypothetical protein
AAEL001056	hypothetical protein
AAEL001057	lipase
AAEL001058	jun activation domain binding protein
AAEL001059	glutathionetransferase
AAEL001060	conserved hypothetical protein
AAEL001061	glutathionetransferase
AAEL001062	hypothetical protein
AAEL001063	hypothetical protein
AAEL001064	triacylglycerol lipase, putative
AAEL001065	conserved hypothetical protein
AAEL001066	mitochondrial ribosomal protein, L22, putative
AAEL001067	hypothetical protein
AAEL001068	myosin light chain 2V, putative
AAEL001069	histone deacetylase
AAEL001070	conserved hypothetical protein
AAEL001071	glutathionetransferase
AAEL001072	lipase
AAEL001073	malic enzyme
AAEL001074	cadherin
AAEL001075	conserved hypothetical protein
AAEL001076	lipase
AAEL001077	Clip-domain serine protease, family B. Protease homologue.
AAEL001078	glutathionetransferase
AAEL001079	fgf receptor activating protein
AAEL001080	RNA 3' terminal phosphate cyclase
AAEL001081	triacylglycerol lipase, putative
AAEL001082	conserved hypothetical protein
AAEL001083	conserved hypothetical protein
AAEL001084	Clip-domain serine protease, family B. Protease homologue.
AAEL001085	conserved hypothetical protein
AAEL001086	hypothetical protein
AAEL001087	synaptic vesicle protein
AAEL001088	beta-1,3-galactosyltransferase
AAEL001089	conserved hypothetical protein
AAEL001090	glutathionetransferase
AAEL001091	malic enzyme
AAEL001092	udp-glucose pyrophosphatase
AAEL001093	PHD finger protein
AAEL001094	conserved hypothetical protein
AAEL001095	hypothetical protein
AAEL001096	lipase
AAEL001097	hypoxia-inducible factor
AAEL001098	clip-domain serine protease, putative
AAEL001099	DEAD box polypeptide
AAEL001100	phosphoserine phosphatase
AAEL001101	ATP-dependent transporter
AAEL001102	adenosine kinase
AAEL001103	prefoldin, subunit, putative
AAEL001104	conserved hypothetical protein
AAEL001105	von Hippel-Lindau disease tumor suppressor, putative
AAEL001106	conserved hypothetical protein
AAEL001107	hypothetical protein
AAEL001108	protein kinase c
AAEL001109	glutaredoxin
AAEL001110	jnk stimulatory phosphatase (jsp1)
AAEL001111	zinc finger protein
AAEL001112	conserved hypothetical protein
AAEL001113	inorganic phosphate cotransporter, putative
AAEL001114	amino acid transporter
AAEL001115	conserved hypothetical protein
AAEL001116	hypothetical protein
AAEL001117	conserved hypothetical protein
AAEL001118	conserved hypothetical protein
AAEL001119	DNA-binding protein Ewg, putative
AAEL001120	conserved hypothetical protein
AAEL001121	n-acetylgalactosaminyltransferase
AAEL001122	n-acetylgalactosaminyltransferase
AAEL001123	conserved hypothetical protein
AAEL001124	conserved hypothetical protein
AAEL001125	p15-2b protein, putative
AAEL001126	rest corepressor (corest) protein
AAEL001127	defective proboscis extension response, putative
AAEL001128	AMP dependent coa ligase
AAEL001129	conserved hypothetical protein
AAEL001130	alpha-amylase
AAEL001131	splicing factor, putative
AAEL001132	conserved hypothetical protein
AAEL001133	conserved hypothetical protein
AAEL001134	Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial Precursor (Malonate-semialdehyde dehydrogenase [acylating])(MMSDH)(EC 1.2.1.27)(EC 1.2.1.18)
AAEL001135	hypothetical protein
AAEL001136	hypothetical protein
AAEL001137	hypothetical protein
AAEL001138	hypothetical protein
AAEL001139	br serine/threonine-protein kinase
AAEL001140	MutS protein homolog 4
